Chromosome, region start, region end, length, peak positon
6,85849025,85851075,2050,85849662
6,85857125,85858625,1500,85857937
6,85966250,85967625,1375,85966712
6,86460250,86460875,625,86460437
6,87422675,87423650,975,87423137
6,87511725,87512675,950,87512012
6,87925175,87925925,750,87925187
6,87972875,87973800,925,87972887
6,88164125,88165075,950,88164887
6,88655000,88656125,1125,88655712
6,88690250,88691225,975,88690387
6,89287650,89289000,1350,89288387
6,89739300,89740275,975,89739937
6,89800400,89801425,1025,89801162
6,89825800,89827175,1375,89826587
6,89832150,89833425,1275,89832687
6,90275625,90276400,775,90275662
6,90276625,90278350,1725,90277487
6,91665450,91666800,1350,91666262
6,91673275,91674650,1375,91673887
6,91944150,91945000,850,91944912
6,92220900,92221650,750,92221012
6,92907675,92908300,625,92907762
6,93226850,93227500,650,93227262
6,93574300,93575275,975,93574462
6,95075725,95076800,1075,95076337
6,95444900,95446525,1625,95445712
6,97336925,97337875,950,97337312
6,97610525,97611650,1125,97611587
6,97612050,97613400,1350,97612237
6,97620050,97620775,725,97620287
6,99486075,99488200,2125,99487312
6,99857800,99858475,675,99858137
6,99913700,99914475,775,99913937
6,100254725,100256950,2225,100256312
6,100424000,100424650,650,100424587
6,100428250,100429725,1475,100428812
6,102632700,102633525,825,102632737
6,102700625,102701475,850,102701262
6,106323925,106324775,850,106324087
6,107023450,107024600,1150,107024162
6,107184400,107185550,1150,107185062
6,112677950,112678725,775,112678587
6,114933725,114934325,600,114934312
6,115533475,115535250,1775,115534412
6,115959150,115960675,1525,115959862
6,116468325,116469400,1075,116469112
6,116470600,116471600,1000,116471012
6,116891500,116892425,925,116891887
6,120776950,120778025,1075,120777387
6,120782850,120785950,3100,120784237
6,122082550,122083250,700,122082787
6,122581575,122582275,700,122582012
6,122706275,122707350,1075,122707337
6,122965300,122966500,1200,122966112
6,123783700,123784675,975,123784137
6,124249250,124249975,725,124249487
6,124518075,124519000,925,124518237
6,124572550,124575050,2500,124574087
6,124916550,124920075,3525,124918787
6,124938700,124939850,1150,124939212
6,124946825,124948300,1475,124947562
6,125372375,125373325,950,125372662
6,127303725,127304950,1225,127304087
6,127818375,127819300,925,127818712
6,128682775,128684175,1400,128683412
6,128742450,128743450,1000,128743162
6,128773725,128774550,825,128774462
6,128885600,128887150,1550,128886212
6,128887575,128888450,875,128887837
6,128960875,128964125,3250,128961662
6,129030675,129033125,2450,129031187
6,129036675,129037325,650,129037037
6,129052250,129053525,1275,129053112
6,129053900,129055275,1375,129054687
6,129136300,129137075,775,129136862
6,130494100,130494800,700,130494662
6,131168900,131169900,1000,131169312
6,133368275,133369250,975,133368462
6,133973200,133974275,1075,133973662
6,134887400,134888000,600,134887412
6,135647650,135648550,900,135648237
6,136416750,136417625,875,136417462
6,136430625,136433750,3125,136431762
6,136435725,136437875,2150,136436912
6,136481625,136482425,800,136482037
6,136490675,136491450,775,136490862
6,136966375,136967800,1425,136967137
6,137509125,137510275,1150,137509787
6,137763650,137765075,1425,137764187
6,139526525,139527300,775,139526787
6,140668325,140669000,675,140668837
6,141212075,141213250,1175,141212412
6,141558775,141560400,1625,141559137
6,141560950,141562275,1325,141561862
6,143007525,143008600,1075,143008337
6,143171750,143173700,1950,143172212
6,143322350,143323700,1350,143323162
6,143461675,143462950,1275,143462187
6,143470450,143471250,800,143470962
6,144285775,144287625,1850,144287037
6,144982675,144983800,1125,144983137
6,145024450,145025400,950,145024912
6,145037700,145038400,700,145037887
6,145823225,145824025,800,145823387
6,146358650,146359925,1275,146359462
6,146662100,146663400,1300,146662537
6,148122675,148123625,950,148122987
6,149057525,149058725,1200,149058112
6,149139075,149139950,875,149139737
6,149149650,149150700,1050,149150537
6,149199925,149201450,1525,149201037
6,149263725,149264625,900,149264287
6,149314075,149315250,1175,149314912
6,149316225,149317000,775,149316412
6,149318250,149321450,3200,149320237
6,149322225,149323175,950,149322512
7,3605725,3606475,750,3606187
7,3852475,3854650,2175,3853412
7,4380125,4380775,650,4380162
7,4596350,4597275,925,4597112
7,5735300,5736250,950,5735812
7,5820100,5821125,1025,5820237
7,5859050,5861250,2200,5860562
7,6333175,6335900,2725,6334112
7,6731500,6732225,725,6731537
7,6881500,6882875,1375,6882112
7,9125950,9126925,975,9126237
7,10719375,10720375,1000,10720012
7,10853025,10853825,800,10853312
7,10915975,10917400,1425,10916612
7,10919425,10920275,850,10919637
7,11652300,11653275,975,11652812
7,12048325,12049675,1350,12048812
7,12207875,12210300,2425,12209012
7,12210700,12211700,1000,12211662
7,12432575,12433475,900,12433212
7,12870775,12871725,950,12871187
7,13018075,13019650,1575,13018687
7,13020150,13021875,1725,13020787
7,15219525,15220550,1025,15219987
7,16044275,16044900,625,16044862
7,17908800,17910325,1525,17909437
7,17911000,17912075,1075,17911787
7,18191125,18192075,950,18191662
7,18275775,18276725,950,18276587
7,18590600,18591350,750,18591012
7,18696800,18699025,2225,18697962
7,18699350,18701025,1675,18700062
7,18846325,18847375,1050,18846862
7,18894425,18895450,1025,18895062
7,18972700,18973400,700,18973387
7,19071925,19072600,675,19072162
7,23804550,23805500,950,23804762
7,23806775,23807650,875,23806787
7,23813950,23815200,1250,23814512
7,24292775,24295050,2275,24294237
7,24319450,24320175,725,24319687
7,24405050,24405975,925,24405312
7,24593825,24595575,1750,24594112
7,25244025,25246450,2425,25244837
7,25267925,25269150,1225,25268462
7,25277550,25278250,700,25278012
7,25283875,25284775,900,25284337
7,25396775,25397675,900,25396787
7,26205250,26206250,1000,26205762
7,26208675,26209325,650,26208737
7,26210075,26210975,900,26210612
7,26398425,26400750,2325,26399062
7,26400975,26406100,5125,26403112
7,26408025,26409525,1500,26408737
7,26412950,26414375,1425,26414112
7,26721650,26722400,750,26722287
7,26862250,26863000,750,26862487
7,27021150,27022575,1425,27022087
7,27465700,27467200,1500,27466337
7,27467750,27468425,675,27468387
7,27505275,27506450,1175,27505612
7,27696800,27697800,1000,27697037
7,27927575,27928525,950,27928137
7,28392675,28393350,675,28392687
7,28433750,28434500,750,28433887
7,28712625,28713575,950,28713187
7,28925225,28926300,1075,28925937
7,29348525,29349175,650,29349037
7,29440575,29441625,1050,29440937
7,29501475,29502350,875,29501987
7,29586450,29588350,1900,29587712
7,29590825,29596050,5225,29594862
7,29688550,29689250,700,29689162
7,29823925,29824575,650,29824487
7,29825575,29827250,1675,29826512
7,29920950,29922750,1800,29922487
7,30155275,30156175,900,30155687
7,30182725,30184025,1300,30183087
7,33735850,33737050,1200,33736662
7,33858725,33859375,650,33859112
7,34520400,34522275,1875,34520912
7,34827050,34828025,975,34827062
7,34892325,34893250,925,34893137
7,35236500,35238900,2400,35237412
7,39557375,39558950,1575,39558087
7,40672575,40673375,800,40672962
7,41359700,41360900,1200,41360087
7,42269600,42270600,1000,42269962
7,42350750,42353075,2325,42352237
7,42355200,42356175,975,42355962
7,42453275,42454450,1175,42453787
7,42488200,42489300,1100,42488687
7,42610000,42611025,1025,42610237
7,42739900,42740550,650,42740037
7,42746075,42746775,700,42746162
7,43107925,43110025,2100,43108862
7,43323950,43324950,1000,43324637
7,43947075,43948400,1325,43947437
7,44046875,44048525,1650,44047787
7,44158900,44160025,1125,44159812
7,44164425,44165425,1000,44164637
7,44995625,44996325,700,44996037
7,45274250,45274925,675,45274537
7,45326800,45327400,600,45326987
7,45567550,45568825,1275,45567962
7,45701050,45702000,950,45701062
7,46874675,46875975,1300,46875587
7,48269800,48270675,875,48270362
7,49801925,49802625,700,49802612
7,52033025,52033750,725,52033162
7,52594275,52598575,4300,52597612
7,55813325,55814525,1200,55813912
7,55822950,55824525,1575,55823562
7,55825725,55826700,975,55826112
7,58959800,58960400,600,58959987
7,59367950,59368950,1000,59368412
7,62227725,62228400,675,62227812
7,63633600,63634275,675,63634237
7,63637350,63638475,1125,63637762
7,63802600,63803400,800,63802612
7,64380625,64381800,1175,64381062
7,65695925,65696875,950,65696237
7,65721675,65723875,2200,65722087
7,65770825,65772050,1225,65771037
7,67041025,67041800,775,67041337
7,68407075,68408250,1175,68407812
7,71859575,71862075,2500,71859687
7,72033700,72034325,625,72033762
7,73244500,73245275,775,73245237
7,73472950,73474250,1300,73473462
7,73613550,73614350,800,73614262
7,73886450,73887325,875,73886462
7,75647525,75648425,900,75648387
7,75648725,75654025,5300,75650962
7,75672450,75673825,1375,75673387
7,75681125,75681975,850,75681462
7,75691525,75692325,800,75691562
7,75733100,75735150,2050,75734062
7,78769900,78772175,2275,78771462
7,78775350,78776525,1175,78776012
7,78926325,78927275,950,78926737
7,79088425,79091650,3225,79090712
7,79097125,79097850,725,79097612
7,79378825,79379450,625,79378862
7,79380700,79381900,1200,79381587
7,79389225,79389975,750,79389237
7,79490450,79491475,1025,79490812
7,79979850,79981600,1750,79980787
7,80666350,80667375,1025,80667037
7,81653850,81654625,775,81654187
7,82647375,82648575,1200,82647812
7,84351100,84351750,650,84351187
7,84767600,84768775,1175,84768362
7,86551825,86552850,1025,86552237
7,88510650,88511450,800,88510662
7,89145275,89148500,3225,89146337
7,89152275,89153425,1150,89152637
7,89196575,89197575,1000,89197387
7,89859575,89861175,1600,89859937
7,92744025,92744950,925,92744637
7,93026925,93028025,1100,93027337
7,96073600,96074575,975,96074062
7,96084375,96085900,1525,96085862
7,96190875,96192900,2025,96192187
7,96199600,96201875,2275,96200287
7,96765975,96766650,675,96765987
7,96957200,96958100,900,96957712
7,97676750,97678100,1350,97677462
7,97811150,97812125,975,97811562
7,97881175,97881775,600,97881462
7,97889000,97890325,1325,97889562
7,98038375,98038975,600,98038662
7,98620125,98621025,900,98620937
7,98844325,98845300,975,98844637
7,99286250,99287000,750,99286337
7,99820700,99822050,1350,99820737
7,101171125,101171850,725,101171287
7,101195125,101195775,650,101195412
7,102974375,102975300,925,102974487
7,107127300,107131475,4175,107129987
7,107209700,107211550,1850,107211362
7,107406075,107408950,2875,107407187
7,107981425,107983425,2000,107982637
7,108274250,108274925,675,108274387
7,108392000,108392825,825,108392462
7,108463975,108466050,2075,108465737
7,108727300,108728425,1125,108727812
7,108729025,108731675,2650,108731062
7,110419475,110420450,975,110419587
7,110440850,110441475,625,110440862
7,110796450,110797125,675,110796762
7,110801400,110802175,775,110801812
7,112218725,112219775,1050,112219212
7,112745500,112746500,1000,112746037
7,112834950,112836525,1575,112835662
7,113044700,113045800,1100,113045137
7,113048225,113049925,1700,113048812
7,113959200,113960125,925,113959462
7,114054425,114056025,1600,114055162
7,114206225,114207125,900,114207112
7,114365125,114366025,900,114365887
7,116523550,116524150,600,116523562
7,117899775,117901075,1300,117900112
7,117902000,117907050,5050,117905812
7,118064675,118066250,1575,118065287
7,118075850,118076650,800,118076287
7,118084150,118085050,900,118084687
7,118281575,118282700,1125,118281887
7,120400000,120400800,800,120400087
7,122270400,122271300,900,122271062
7,125237050,125237675,625,125237062
7,125325375,125326150,775,125325637
7,126009900,126010975,1075,126010962
7,126556800,126558050,1250,126557562
7,127012950,127013550,600,127013487
7,127027975,127030075,2100,127027987
7,127248900,127250150,1250,127249687
7,127251050,127252100,1050,127251212
7,127257350,127261175,3825,127258812
7,127401050,127403925,2875,127402337
7,127408575,127409500,925,127409187
7,130052325,130053400,1075,130052562
7,131333450,131334125,675,131333612
7,131344400,131346200,1800,131345287
7,131832450,131834175,1725,131833362
7,131838025,131838825,800,131838587
7,132155100,132155850,750,132155112
7,132878150,132879225,1075,132879137
7,132879625,132884100,4475,132881712
7,132885050,132886325,1275,132885362
7,132911525,132912900,1375,132912137
7,133151025,133151825,800,133151287
7,133280950,133281850,900,133281537
7,133374575,133375450,875,133375337
7,133839700,133840425,725,133839912
7,133843025,133844275,1250,133843662
7,134062450,134063750,1300,134063712
7,135572300,135573675,1375,135573187
7,136083425,136084725,1300,136084112
7,138105425,138106200,775,138105837
7,138534400,138535450,1050,138534962
7,138747000,138747600,600,138747112
7,139039375,139040850,1475,139040212
7,139275100,139275750,650,139275362
7,139278150,139280400,2250,139278887
7,139599750,139600575,825,139599762
7,139861350,139862125,775,139861562
7,139879675,139880450,775,139880012
7,140082900,140083575,675,140083087
7,142023600,142024425,825,142023837
7,142041500,142043550,2050,142041737
7,142045000,142047175,2175,142046762
7,142213875,142214775,900,142214512
7,142388050,142389025,975,142388387
7,142390025,142392650,2625,142390787
7,142479075,142480450,1375,142479587
7,143104150,143105150,1000,143104987
7,144946775,144947450,675,144947037
7,144949325,144950150,825,144949737
8,3545100,3546900,1800,3545312
8,4209425,4210375,950,4209787
8,4446275,4447250,975,4446937
8,4611350,4612475,1125,4611487
8,10667300,10668575,1275,10667312
8,11312700,11313625,925,11312712
8,11605450,11606525,1075,11605562
8,11607100,11609650,2550,11609337
8,11610025,11612950,2925,11610062
8,11873175,11874075,900,11873712
8,12018425,12020075,1650,12019087
8,12389900,12390550,650,12390312
8,12551100,12551975,875,12551587
8,13202850,13204100,1250,13203262
8,13983675,13984525,850,13984437
8,14288750,14289900,1150,14289537
8,15027750,15028400,650,15027762
8,18108100,18108950,850,18108762
8,18231950,18232775,825,18232462
8,18835275,18836750,1475,18836112
8,19535425,19536450,1025,19535987
8,19948075,19950075,2000,19949737
8,20398350,20399150,800,20398887
8,20431200,20432200,1000,20431712
8,23641300,23642100,800,23641837
8,23945450,23946775,1325,23946112
8,23947375,23950850,3475,23949187
8,23962300,23963600,1300,23963537
8,23999250,23999900,650,23999562
8,24014000,24014625,625,24014187
8,24015575,24016875,1300,24016212
8,24023675,24024850,1175,24024537
8,24523450,24524450,1000,24523962
8,25010250,25011075,825,25010512
8,25025150,25026900,1750,25026112
8,25030550,25031225,675,25030762
8,25506225,25506875,650,25506237
8,25821275,25822125,850,25821537
8,25825425,25826150,725,25825737
8,26594625,26595375,750,26594912
8,26801550,26803425,1875,26802687
8,26976750,26977400,650,26977112
8,27311850,27312575,725,27311887
8,27344100,27344800,700,27344487
8,27519875,27521425,1550,27520512
8,28686000,28687525,1525,28686387
8,28704100,28708400,4300,28707162
8,28732150,28733050,900,28732387
8,32555775,32556375,600,32556062
8,34687875,34689300,1425,34688662
8,35685325,35685925,600,35685512
8,36124575,36125575,1000,36125062
8,41922900,41923675,775,41923362
8,42124125,42125450,1325,42125012
8,42143350,42146325,2975,42145462
8,44819525,44820150,625,44819687
8,46559875,46560575,700,46560162
8,46660875,46661600,725,46661312
8,46940300,46941075,775,46941012
8,47428950,47429950,1000,47429212
8,47548050,47549025,975,47548912
8,47649825,47650825,1000,47650212
8,48439275,48440000,725,48439362
8,48911625,48912925,1300,48912087
8,48949550,48951075,1525,48950337
8,48953900,48954925,1025,48954112
8,49676025,49677300,1275,49676087
8,49679125,49680750,1625,49680037
8,49686950,49687725,775,49687312
8,49727025,49727875,850,49727687
8,53858350,53859175,825,53858812
8,58421500,58422425,925,58421987
8,59074250,59074900,650,59074387
8,59135150,59137875,2725,59135762
8,59918400,59919425,1025,59918612
8,60213575,60214800,1225,60214037
8,62028175,62029175,1000,62029137
8,63524950,63525625,675,63525387
8,63887450,63891200,3750,63890312
8,63898025,63900325,2300,63898887
8,64135950,64137425,1475,64136737
8,64263625,64264775,1150,64264437
8,64332350,64334000,1650,64333037
8,64630125,64630750,625,64630387
8,66605975,66606625,650,66606187
8,66741825,66742675,850,66741962
8,68113175,68113825,650,68113612
8,70304425,70305475,1050,70305237
8,71200950,71201725,775,71201262
8,71944425,71950125,5700,71947062
8,72309350,72310325,975,72309912
8,72809825,72811325,1500,72810612
8,73956700,73957575,875,73957062
8,74361675,74362675,1000,74361812
8,74376225,74377325,1100,74376937
8,74550825,74552625,1800,74551887
8,74883225,74883850,625,74883412
8,75741125,75741925,800,75741562
8,75887325,75888275,950,75887587
8,76140325,76141350,1025,76140887
8,76260700,76261650,950,76260962
8,76427725,76428325,600,76427837
8,77689500,77690375,875,77689787
8,77866025,77867125,1100,77867012
8,78143400,78144300,900,78143662
8,78163800,78164850,1050,78164062
8,78348600,78349450,850,78348837
8,78682450,78683400,950,78682837
8,80031825,80032800,975,80032237
8,80039000,80040275,1275,80039612
8,80342125,80342800,675,80342737
8,80343175,80347650,4475,80344137
8,80412850,80413975,1125,80413462
8,80434225,80434925,700,80434237
8,80815800,80816550,750,80816012
8,80908975,80911050,2075,80910162
8,80994850,80996300,1450,80995537
8,81033450,81036125,2675,81035237
8,81400150,81401275,1125,81400687
8,81402650,81403550,900,81403287
8,81409375,81410550,1175,81410262
8,81411775,81412825,1050,81412787
8,81457000,81458225,1225,81457412
8,81541850,81542450,600,81542412
8,82120525,82121300,775,82120887
8,82440275,82441375,1100,82441362
8,83265550,83266225,675,83265837
8,83774950,83776025,1075,83775512
8,85753650,85754725,1075,85754037
8,86368475,86369200,725,86368787
8,86626875,86627550,675,86627412
8,86646675,86647925,1250,86647087
8,88478450,88480075,1625,88479087
8,88576925,88577800,875,88577387
8,88591350,88592100,750,88591412
8,89268200,89269150,950,89269137
8,89286275,89287075,800,89286712
8,90361625,90362600,975,90362087
8,90450550,90451300,750,90450837
8,91343850,91344525,675,91344312
8,91516875,91518150,1275,91517462
8,93666700,93668875,2175,93667437
8,94693275,94694025,750,94693287
8,94935375,94936100,725,94935537
8,95245850,95247875,2025,95246037
8,97336825,97337800,975,97337162
8,97584650,97585700,1050,97584812
8,97719475,97720100,625,97719687
8,98241775,98242375,600,98242237
8,98459625,98460675,1050,98460062
8,100072675,100073450,775,100072837
8,102355100,102356100,1000,102355937
8,104894025,104894875,850,104894062
8,107161625,107162500,875,107162337
8,107253850,107255050,1200,107254962
8,107429625,107430775,1150,107429787
8,107672625,107673600,975,107672862
8,107897475,107898625,1150,107898137
8,109330325,109331875,1550,109331087
8,109387450,109388300,850,109388137
8,109391150,109391900,750,109391587
8,109412525,109413700,1175,109413087
8,111681275,111682275,1000,111681837
8,111805675,111806500,825,111805937
8,112627350,112628275,925,112627512
8,113397150,113398150,1000,113397737
8,114860450,114861175,725,114861062
8,115368400,115369500,1100,115368912
8,118433700,118434500,800,118433887
8,118591500,118592275,775,118592237
8,119402625,119403600,975,119403287
8,119554550,119556100,1550,119554987
8,119556925,119558700,1775,119558287
8,119681525,119682200,675,119681537
8,119780350,119782600,2250,119781837
8,119789025,119791975,2950,119789912
8,120523175,120523825,650,120523237
8,120585100,120586025,925,120585737
8,121686100,121686800,700,121686787
8,122224075,122225125,1050,122224537
8,122333150,122333950,800,122333612
8,122494375,122496100,1725,122495337
8,123077525,123078750,1225,123078137
8,123085425,123086950,1525,123086087
8,123224850,123225475,625,123225212
8,123969975,123971250,1275,123971062
8,125010475,125011150,675,125010562
8,125750500,125751825,1325,125751562
8,125989125,125989825,700,125989237
8,127011200,127012425,1225,127011962
8,127669050,127670025,975,127669512
8,127702600,127703625,1025,127703412
8,128245950,128246750,800,128246287
8,128514825,128515800,975,128514987
8,128522100,128523450,1350,128523412
8,128530600,128531475,875,128531312
8,128579700,128586250,6550,128585012
8,129491300,129492700,1400,129491987
8,129516225,129517225,1000,129516312
8,131631725,131632500,775,131632037
9,4083025,4084250,1225,4083412
9,4103600,4104575,975,4104287
9,4249275,4251175,1900,4250262
9,4260150,4261150,1000,4260662
9,5444075,5446075,2000,5444712
9,5532400,5534775,2375,5533612
9,5658300,5660000,1700,5658562
9,6823100,6824100,1000,6823587
9,6832700,6833675,975,6833537
9,7305800,7307025,1225,7306212
9,7389975,7390700,725,7390012
9,7500150,7500800,650,7500637
9,7797700,7798925,1225,7798912
9,8115450,8117175,1725,8116637
9,8117925,8120350,2425,8119062
9,8120925,8122025,1100,8121312
9,8544200,8544975,775,8544962
9,9414625,9415275,650,9414912
9,9886650,9887375,725,9887062
9,11341975,11343075,1100,11342312
9,11515175,11515825,650,11515487
9,11596625,11597225,600,11596762
9,11981900,11982925,1025,11982537
9,12405425,12406150,725,12405937
9,13814725,13816300,1575,13815662
9,14975675,14977475,1800,14976962
9,17381975,17382700,725,17382087
9,17848050,17848875,825,17848387
9,18846350,18847575,1225,18847012
9,19443900,19445100,1200,19444612
9,19514275,19516800,2525,19516162
9,19518075,19518925,850,19518912
9,19822200,19823250,1050,19822562
9,20149275,20150000,725,20149712
9,20634550,20635550,1000,20635037
9,20782500,20783825,1325,20783787
9,21611500,21612175,675,21611712
9,21628200,21629850,1650,21628987
9,21637150,21638400,1250,21637412
9,21739125,21739725,600,21739312
9,21889650,21890525,875,21889787
9,21910225,21912025,1800,21911512
9,21917050,21918350,1300,21917787
9,21926050,21927525,1475,21926862
9,21935025,21936150,1125,21935337
9,21936575,21939425,2850,21938612
9,21978975,21979825,850,21979487
9,22061775,22063550,1775,22062612
9,22067475,22068850,1375,22068037
9,24464725,24465700,975,24464912
9,24523875,24524700,825,24524587
9,25230850,25231650,800,25231112
9,25598200,25599025,825,25598662
9,25601075,25601775,700,25601487
9,26457225,26458350,1125,26457712
9,26617825,26618600,775,26618337
9,26698900,26699625,725,26698912
9,30344450,30346825,2375,30345987
9,30691875,30693475,1600,30692662
9,31869775,31871100,1325,31870312
9,32290100,32290975,875,32290312
9,36242775,36244825,2050,36243712
9,36636400,36637225,825,36636962
9,37080225,37081125,900,37080637
9,37087900,37089050,1150,37088512
9,37089525,37090775,1250,37089812
9,37140575,37141800,1225,37140862
9,37226575,37228375,1800,37227237
9,37533300,37534175,875,37533437
9,38159425,38160200,775,38159562
9,38176875,38177475,600,38177312
9,38381625,38382625,1000,38382387
9,38382875,38383875,1000,38383162
9,38630750,38631950,1200,38631337
9,41728300,41729225,925,41728787
9,42805450,42806450,1000,42805612
9,44038600,44039625,1025,44038787
9,44611575,44613150,1575,44612712
9,44916700,44917600,900,44917012
9,45181125,45182225,1100,45182087
9,46325675,46326625,950,46325937
9,46331350,46332325,975,46331737
9,46333525,46334950,1425,46333537
9,46336650,46337500,850,46337137
9,48054775,48056725,1950,48055037
9,48342550,48343225,675,48343212
9,48350375,48351475,1100,48350862
9,48587400,48589025,1625,48588087
9,49283825,49284650,825,49284212
9,50312750,50313875,1125,50313587
9,51517675,51518625,950,51517937
9,53533475,53534175,700,53533887
9,53798950,53799675,725,53799537
9,53804125,53804725,600,53804287
9,53818600,53819950,1350,53819137
9,53905725,53907025,1300,53906662
9,54497075,54498325,1250,54497737
9,54563250,54564425,1175,54563412
9,55339100,55339775,675,55339112
9,55341750,55342400,650,55342112
9,56594150,56595150,1000,56594612
9,56993925,56995150,1225,56994312
9,57288125,57289950,1825,57289087
9,57802125,57803900,1775,57802587
9,58078750,58079500,750,58078762
9,58237975,58238675,700,58238012
9,58522900,58524450,1550,58524162
9,58549750,58550775,1025,58550262
9,58620650,58621925,1275,58621112
9,59167500,59168200,700,59168162
9,60531175,60532275,1100,60531637
9,61021475,61022300,825,61021712
9,61062900,61063775,875,61063312
9,61170650,61171800,1150,61171012
9,61233800,61234675,875,61233912
9,61344450,61345700,1250,61345112
9,61666750,61667975,1225,61667137
9,62517000,62517800,800,62517237
9,63817925,63819575,1650,63818887
9,64178500,64179275,775,64178962
9,64183925,64184750,825,64184187
9,65004650,65005950,1300,65004962
9,65188025,65189725,1700,65188812
9,66833800,66834650,850,66834237
9,67403775,67404975,1200,67404262
9,67450050,67451575,1525,67450737
9,68600475,68601100,625,68600812
9,69257150,69258750,1600,69258137
9,69884475,69885175,700,69885162
9,71014150,71015250,1100,71014312
9,71909100,71910025,925,71909312
9,72071125,72072725,1600,72072687
9,72954600,72955600,1000,72954912
9,72968225,72969250,1025,72968687
9,73135250,73136250,1000,73135662
9,74648725,74649375,650,74649187
9,74650000,74650800,800,74650012
9,75411725,75412650,925,75411812
9,75476625,75477675,1050,75477487
9,75515475,75516325,850,75515837
9,77958300,77958900,600,77958587
9,78227725,78229075,1350,78228512
9,78266450,78267275,825,78266687
9,79820850,79823250,2400,79822337
9,79832925,79834050,1125,79833262
9,79850350,79851600,1250,79850787
9,81709825,81710750,925,81710112
9,82941975,82943425,1450,82942812
9,83602075,83603275,1200,83602887
9,84038300,84039350,1050,84038837
9,84298750,84299350,600,84299112
9,84641425,84642175,750,84641662
9,85639875,85640925,1050,85640637
9,85716000,85716850,850,85716287
9,86492100,86493025,925,86492837
9,86866675,86867350,675,86866987
9,86988275,86989225,950,86988562
9,86989825,86991200,1375,86990562
9,87527100,87528800,1700,87527687
9,88449500,88450375,875,88449812
9,89676200,89678250,2050,89677862
9,92042325,92043175,850,92042762
9,92046650,92047625,975,92047162
9,92213175,92214175,1000,92213587
9,92346300,92347125,825,92346487
9,92435950,92436625,675,92436162
9,92458350,92459175,825,92458687
9,93195075,93195875,800,93195562
9,93447025,93447675,650,93447362
9,95215525,95216575,1050,95215912
9,95484450,95486900,2450,95485212
9,95900500,95901900,1400,95901262
9,95964275,95965200,925,95964637
9,96623600,96624475,875,96623762
9,96661125,96661825,700,96661787
9,96662325,96663275,950,96662562
9,96855025,96856450,1425,96855637
9,99200525,99203400,2875,99202262
9,99544225,99545150,925,99544612
9,101148100,101148700,600,101148337
9,101568400,101569225,825,101568487
9,102866025,102867100,1075,102866462
9,102969750,102971200,1450,102970687
9,103528525,103530550,2025,103529762
9,105464350,105465350,1000,105464662
9,105469550,105470700,1150,105469737
9,105694125,105694875,750,105694387
9,105698025,105698975,950,105698312
9,109032125,109034050,1925,109032512
9,109399800,109400850,1050,109400637
9,110587400,110588750,1350,110588137
9,110787550,110788150,600,110788087
9,110812525,110815225,2700,110814287
9,110821525,110822950,1425,110822062
9,111351650,111352650,1000,111352012
9,112626750,112627750,1000,112626912
9,112963650,112964300,650,112964112
9,113905650,113906700,1050,113906287
9,114082775,114083950,1175,114083162
9,114258250,114261025,2775,114261012
9,114263850,114266125,2275,114265612
9,114727925,114728550,625,114728212
9,114790350,114792550,2200,114792137
9,114815225,114816000,775,114815837
9,114817925,114818875,950,114818312
9,115003575,115004375,800,115003712
9,115018275,115019875,1600,115019062
9,115390450,115391075,625,115390662
9,115573375,115574625,1250,115573937
9,115592675,115594300,1625,115593312
9,116022900,116023625,725,116023362
9,116160075,116160900,825,116160687
9,117983225,117983875,650,117983562
9,117990675,117991325,650,117990837
9,117993525,117994300,775,117993962
9,118055825,118056875,1050,118056437
9,118251350,118254000,2650,118252637
9,118629300,118630200,900,118629687
9,119426775,119427775,1000,119426862
9,119709100,119709800,700,119709187
9,119724550,119725700,1150,119724862
9,120151800,120152675,875,120152612
9,120355150,120355950,800,120355662
9,120481900,120482750,850,120482237
9,120872650,120873625,975,120872912
9,121166150,121171350,5200,121168962
9,121176750,121180875,4125,121178187
9,121253450,121255275,1825,121254512
9,121262000,121264225,2225,121262862
9,121464100,121464950,850,121464562
9,122125325,122126400,1075,122125762
9,122417250,122418175,925,122417837
9,122704825,122708175,3350,122706512
9,122709100,122712250,3150,122710337
9,122715200,122715825,625,122715262
9,122734800,122735700,900,122735512
9,123046950,123048025,1075,123047312
9,123108375,123109800,1425,123108537
9,123773125,123774450,1325,123774187
9,123776500,123780350,3850,123779362
9,123781425,123782900,1475,123782662
9,123783800,123786425,2625,123785412
10,6979625,6980475,850,6979662
10,7071025,7071850,825,7071562
10,7854800,7855700,900,7855112
10,8324650,8325525,875,8325012
10,9536150,9536900,750,9536512
10,9543475,9544850,1375,9544187
10,10247600,10248725,1125,10248137
10,10945050,10945975,925,10945612
10,10950400,10953525,3125,10951887
10,11154625,11155650,1025,11154962
10,11489425,11492000,2575,11490737
10,11492625,11493850,1225,11493287
10,11593825,11594825,1000,11594087
10,12780150,12782375,2225,12781037
10,14234800,14235800,1000,14235237
10,14274825,14275525,700,14275437
10,14303825,14305375,1550,14304387
10,14655625,14657350,1725,14656387
10,16867675,16868950,1275,16868362
10,17191250,17191875,625,17191362
10,17194150,17194950,800,17194337
10,17773175,17774150,975,17773712
10,17777800,17778750,950,17778037
10,17926675,17928225,1550,17927587
10,17958925,17960675,1750,17959462
10,18022000,18022600,600,18022137
10,18110500,18111100,600,18110512
10,18349375,18350575,1200,18349762
